id,location_id,location_code,occurred_at,channel,category,payment_method,amount,currency,cashier_id
79880f61-3f48-4287-8c5a-8fbea9def73f,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-30T18:56:00+03:00,pos,ticket,card,1190,QAR,59491f32-bb71-494c-8639-a00c44188176
3bd1c340-a808-4305-8255-ae00d7ba65c9,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-30T19:03:00+03:00,pos,fnb,cash,1618,QAR,59491f32-bb71-494c-8639-a00c44188176
e16a3929-1504-4438-85c3-f13bc3d0a754,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-01T10:00:00+03:00,kiosk,ticket,cash,1862,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
40adb4f9-b739-4053-8884-ba66d733ad40,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-01T11:07:00+03:00,pos,fnb,card,1225,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
c5d9415b-f828-4cdb-8b94-f32cd2dcb04f,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-01T12:14:00+03:00,pos,retail,card,2486,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
bd953da8-6093-4f71-87f5-365424610d75,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-01T13:21:00+03:00,pos,party,cash,1673,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
06e78b7e-2488-4989-8d04-3c9498b830ce,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-01T14:28:00+03:00,pos,ticket,card,1629,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
d68b9293-0a26-42bc-88fb-a9a95348a03c,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-01T15:35:00+03:00,kiosk,fnb,card,1228,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
99cc5b55-766d-49d8-8895-6f0b93b14482,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-01T16:42:00+03:00,pos,retail,cash,2164,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
2cbcc5a6-230d-4007-8075-a650624241c4,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-01T17:49:00+03:00,pos,party,card,2553,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
ded1e877-152f-46c8-83fb-5ed3b168b2b1,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-01T18:56:00+03:00,pos,ticket,card,1785,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
55243c8e-9591-4688-8e9c-8aa828f60c1c,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-02T10:00:00+03:00,kiosk,ticket,cash,1786,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
256fd743-16a0-472a-8655-e55962fd16a1,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-02T11:07:00+03:00,pos,fnb,card,2056,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
150fb5f4-25fd-4e5e-87bc-c928c581ca57,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-02T12:14:00+03:00,pos,retail,card,1465,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
f0fae7e9-51b7-48eb-8a9a-37b77af9122b,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-02T13:21:00+03:00,pos,party,cash,1848,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
c0d1f3fb-1e6f-45f6-8a85-175468b2747f,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-02T14:28:00+03:00,pos,ticket,card,1273,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
0af2203a-8a4b-41bd-8014-5cf323e0cbe4,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-02T15:35:00+03:00,kiosk,fnb,card,1276,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
5f46dd3f-14af-4548-81a9-afa630665452,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-02T16:42:00+03:00,pos,retail,cash,1418,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
eed6c35e-4a2d-4fc7-8d75-42c8aaef8b7f,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-02T17:49:00+03:00,pos,party,card,1291,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
df107d20-7576-41e7-80e1-958fd0738fd4,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-02T18:56:00+03:00,pos,ticket,card,1727,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
fb3d398c-1fde-4825-8707-67c47024f808,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-02T19:03:00+03:00,pos,fnb,cash,1340,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
c4f2b9c5-27d0-4584-8e75-b26726cf13f5,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-03T10:00:00+03:00,kiosk,ticket,cash,825,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
e5afc4f5-410f-4174-8cb4-b07339297a2f,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-03T11:07:00+03:00,pos,fnb,card,1195,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
2cb70bd4-82ff-466c-8ad8-e23a677c4683,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-03T12:14:00+03:00,pos,retail,card,1586,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
c268ca34-c653-417d-81c9-a9bc948157f4,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-03T13:21:00+03:00,pos,party,cash,1143,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
a2359c14-4607-45e5-884e-9cdd876a0f32,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-03T14:28:00+03:00,pos,ticket,card,824,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
e579edf5-813b-4abe-80c2-911b376e96b5,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-03T15:35:00+03:00,kiosk,fnb,card,1530,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
b28de64f-b2d5-4c96-8208-e7da52676d49,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-03T16:42:00+03:00,pos,retail,cash,873,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
1dad02b9-9820-4190-8a1c-60ec6d4b2d20,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-03T17:49:00+03:00,pos,party,card,753,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
8d38bec0-5445-4b7f-819c-0c187a1f5e2c,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-03T18:56:00+03:00,pos,ticket,card,1664,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
8eed9c0f-7d02-4a19-867b-b7c12a63c4e0,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-03T19:03:00+03:00,pos,fnb,cash,795,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
41c1b51f-6d28-40c1-8fc2-a684a168cb91,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-03T10:10:00+03:00,kiosk,retail,card,1236,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
f96b0360-c181-4b1d-8017-6534bb138cee,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-04T10:00:00+03:00,kiosk,ticket,cash,1733,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
739f6ade-0632-4bb6-8eea-cac3472f9b9e,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-04T11:07:00+03:00,pos,fnb,card,2123,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
cff5a4ad-2208-436f-8e8e-dadd5de46718,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-04T12:14:00+03:00,pos,retail,card,2281,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
7962ce5b-f946-490d-80fe-50feae2c1d47,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-04T13:21:00+03:00,pos,party,cash,2484,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
2e2bf114-9490-46e9-8101-2ad0aa284a79,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-04T14:28:00+03:00,pos,ticket,card,1591,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
c27847ad-1168-4fca-86e9-c400512c0881,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-04T15:35:00+03:00,kiosk,fnb,card,2104,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
c2792bd4-6924-45ac-8a97-11ee5d4d0d0e,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-04T16:42:00+03:00,pos,retail,cash,2378,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
61d4ba7d-73c8-4825-859d-273e4284c9a9,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-04T17:49:00+03:00,pos,party,card,1893,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
a818f23d-a492-4615-8121-c2c6a1275f21,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-05T10:00:00+03:00,kiosk,ticket,cash,1559,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
5e50655b-a686-46e2-85a5-a4a45ebdf943,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-05T11:07:00+03:00,pos,fnb,card,1594,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
90c7414e-8203-42dd-8693-48b2cf7f948c,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-05T12:14:00+03:00,pos,retail,card,1967,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
437f9ee9-5f46-4983-8daa-fa2bc6e1e6fe,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-05T13:21:00+03:00,pos,party,cash,1001,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
f1b16e6d-9313-46c1-8b94-253d3338f05f,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-05T14:28:00+03:00,pos,ticket,card,1150,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
3ce22634-f01a-4a07-8e6c-002c5232807a,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-05T15:35:00+03:00,kiosk,fnb,card,1672,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
811ec10b-6c99-4d7e-86ee-2cb669700920,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-05T16:42:00+03:00,pos,retail,cash,1295,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
7ba0dec6-3fc3-4191-849f-1ae7679ebc03,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-05T17:49:00+03:00,pos,party,card,1073,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
fd612320-c057-4a8d-88ff-2fbb6d22ac12,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-05T18:56:00+03:00,pos,ticket,card,1275,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
a51d6447-9c40-4712-8c73-da3ee727340e,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-05T19:03:00+03:00,pos,fnb,cash,2069,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
ca8b4cef-b7f4-440c-804f-668cf58c1658,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-05T10:10:00+03:00,kiosk,retail,card,1476,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
22bcfbac-0132-4b08-8020-7d678aaa727b,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-05T11:17:00+03:00,pos,party,card,1298,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
31af328c-4232-46ad-8c94-f036a307ca0b,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-05T12:24:00+03:00,pos,ticket,cash,1748,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
bf3145cc-cc0f-4885-88c6-d2c59a80c814,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-05T13:31:00+03:00,pos,fnb,card,1157,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
0590fccc-d5e8-4c67-850a-66dd49cef6cd,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-05T14:38:00+03:00,pos,retail,card,1771,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
fe100589-56d2-4cc9-8fac-0296a2e7f049,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-05T15:45:00+03:00,kiosk,party,cash,2108,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
1b9497c8-d06e-4ba1-87e2-31a5650bbe65,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-05T16:52:00+03:00,pos,ticket,card,2018,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
96d12cdc-c63f-4ca5-8690-3986544e5b83,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-05T17:59:00+03:00,pos,fnb,card,1428,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
01f8d3d3-dcc9-4e00-8852-44e18710065d,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-06T10:00:00+03:00,kiosk,ticket,cash,1241,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
590e4ca7-c06c-45d8-8135-4d337ef60169,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-06T11:07:00+03:00,pos,fnb,card,1802,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
aee39667-0851-45a0-8905-718a67042bd6,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-06T12:14:00+03:00,pos,retail,card,2293,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
ae6a929c-92b8-4a07-8f8a-9dba19016cf7,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-06T13:21:00+03:00,pos,party,cash,1799,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
53c7d7f6-c7a2-4d41-8f8e-929e33e54110,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-06T14:28:00+03:00,pos,ticket,card,1121,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
f4a1b923-64f1-4238-8e77-a0f12c4d1859,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-06T15:35:00+03:00,kiosk,fnb,card,2347,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
69524165-77fe-4558-87b7-2809d14467a3,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-06T16:42:00+03:00,pos,retail,cash,1611,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
5767782f-8f59-4b8e-8d68-846720dc6dcd,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-06T17:49:00+03:00,pos,party,card,1788,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
8c6c4bf2-4524-4363-8aab-e953b9aea8c8,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-06T18:56:00+03:00,pos,ticket,card,1978,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
3f4883aa-17c4-4367-85ff-724cdddcbd59,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-06T19:03:00+03:00,pos,fnb,cash,2162,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
2573bca2-58ce-4b14-8e5a-c39d1b1002f2,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-06T10:10:00+03:00,kiosk,retail,card,1698,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
646f867d-af74-407e-8213-e1030b599303,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-06T11:17:00+03:00,pos,party,card,1591,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
4f1e9a1b-478d-4fb2-8bd0-75dd2918fbb4,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-06T12:24:00+03:00,pos,ticket,cash,2317,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
7d3803fc-77c7-4866-83b5-87ddecd51ea2,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-06T13:31:00+03:00,pos,fnb,card,1937,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
f8d3559b-0ca4-4675-899f-84e46d943ea7,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-06T14:38:00+03:00,pos,retail,card,1632,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
42cc1b56-e56d-4c5b-849c-45a09b474163,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-06T15:45:00+03:00,kiosk,party,cash,1429,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
eee5d50f-0e20-499d-8d97-0837cc196928,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-06T16:52:00+03:00,pos,ticket,card,1459,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
b5414768-6fd9-4c67-8e5c-b14d5e5ae887,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-06T17:59:00+03:00,pos,fnb,card,1114,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
fcb2e957-e3e1-4f39-8592-7e3a01f5483c,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-06T18:06:00+03:00,pos,retail,cash,2012,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
16751182-af0a-4bca-8905-f490f8e076c0,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-07T10:00:00+03:00,kiosk,ticket,cash,854,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
19b33010-c398-47b6-8807-1d5b6ddfcebe,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-07T11:07:00+03:00,pos,fnb,card,1655,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
b5f699ed-67b6-4560-88f2-8378840086c9,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-07T12:14:00+03:00,pos,retail,card,1019,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
53fa36fd-2865-4ecb-8fd1-61a58bcab65f,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-07T13:21:00+03:00,pos,party,cash,1037,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
98fac46e-5042-4a94-8d0c-f0f16def61db,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-07T14:28:00+03:00,pos,ticket,card,1326,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
1380dbd5-6543-4348-8965-ca490deb43b5,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-07T15:35:00+03:00,kiosk,fnb,card,1806,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
79b68199-4b2d-4ce4-8656-3dd8fddeea93,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-07T16:42:00+03:00,pos,retail,cash,1666,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
d05cf18e-a63f-4fff-8243-a236fd319e4d,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-07T17:49:00+03:00,pos,party,card,1104,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
970412ca-e144-4dca-8fd4-9a971e767cbc,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-07T18:56:00+03:00,pos,ticket,card,1031,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
69c05e71-1923-45f0-80f3-1f14f48e9e8d,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-07T19:03:00+03:00,pos,fnb,cash,1047,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
74279e2c-270a-42ce-8773-fd86d77bd693,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-07T10:10:00+03:00,kiosk,retail,card,1074,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
9a2a7da7-54a3-406e-8de7-f45ed9b277e9,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-08T10:00:00+03:00,kiosk,ticket,cash,1285,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
402d9ccd-b2d6-4103-8c54-8c27a673668b,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-08T11:07:00+03:00,pos,fnb,card,1270,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
155b45c3-3d48-4a71-8651-421356a58035,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-08T12:14:00+03:00,pos,retail,card,1806,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
ee336ccb-cd04-40b0-8281-914f9f623666,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-08T13:21:00+03:00,pos,party,cash,1926,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
ef2956f2-b39e-4ef5-855f-9982d73a8f3a,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-08T14:28:00+03:00,pos,ticket,card,2286,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
d2f98b52-ba7b-4f8a-8cf4-763dc6bb308d,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-08T15:35:00+03:00,kiosk,fnb,card,1732,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
d7bda07b-8a11-414e-8c8f-ec87e26cdf47,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-08T16:42:00+03:00,pos,retail,cash,1984,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
ab358d2a-35de-4893-8b26-2e7c5682119e,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-08T17:49:00+03:00,pos,party,card,1851,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
08a0da77-a537-4e02-892f-436b9aff8a1b,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-09T10:00:00+03:00,kiosk,ticket,cash,1315,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
68b348bd-106f-4865-8056-06602c40a4dc,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-09T11:07:00+03:00,pos,fnb,card,2222,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
f335edf8-87d3-4b1f-8032-d7a0f1c9ab0a,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-09T12:14:00+03:00,pos,retail,card,1972,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
128ebc4c-52ff-41e2-8643-94528873647c,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-09T13:21:00+03:00,pos,party,cash,2034,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
f138f922-9195-4c2a-810a-b71bc419a698,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-09T14:28:00+03:00,pos,ticket,card,2007,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
b0a64777-bd3c-4bea-8ced-341acb59634b,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-09T15:35:00+03:00,kiosk,fnb,card,1923,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
d60417c2-242a-450b-8c26-4da2595346b1,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-09T16:42:00+03:00,pos,retail,cash,2130,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
89870404-ce6e-4765-8daa-3361d14ed29e,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-09T17:49:00+03:00,pos,party,card,1723,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
fcbc3363-372f-4d96-86b1-6855a4905ec5,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-09T18:56:00+03:00,pos,ticket,card,1031,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
896a6f43-7652-4fc8-89ba-6f4b575b914e,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-10T10:00:00+03:00,kiosk,ticket,cash,2013,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
c23ce769-e36d-4b1f-85d2-5f613978b7fa,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-10T11:07:00+03:00,pos,fnb,card,1924,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
a4fbc66c-5a6d-4dfe-8d21-d25b56c90121,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-10T12:14:00+03:00,pos,retail,card,1276,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
8869a149-7562-4fa1-8431-26beaad88cf1,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-10T13:21:00+03:00,pos,party,cash,1635,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
13f945f7-f514-4daf-8137-d78520244b6b,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-10T14:28:00+03:00,pos,ticket,card,2034,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
b7b16c96-5d5e-42ec-8b91-ed7d5185a2b5,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-10T15:35:00+03:00,kiosk,fnb,card,1875,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
375c734d-40b3-4b99-8d93-b3ff24fe8319,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-10T16:42:00+03:00,pos,retail,cash,2171,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
91f29aad-95b5-46b2-87d0-53b206c32e3b,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-10T17:49:00+03:00,pos,party,card,1184,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
c7e1cc47-0daa-4c27-8a44-57844ebea1c6,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,2026-06-10T18:56:00+03:00,pos,ticket,card,1417,QAR,25d84ee1-0db3-4daa-8050-87769294dd53
